numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	cluster2
21317067	202007	1	0	1	45	180	7981.95	68372.95	1228.88	5771.29	0.56	6	1	0	0	0	1	1	0	-114849.72	2	0	0	1.69	0	-118136.51	1	0	0	0	0	0	0	0	0	10	95814.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1228.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	3	0	0	0	0	0	0	0	12	1	3	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
21319022	202005	1	0	0	34	178	-9810.15	112722.31	25.06	-8406.17	0	6	1	0	0	0	1	1	0	-673381.77	2	0	0	24.05	0	-673358.62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21328553	202008	1	0	1	53	29	-8329.85	87716.16	3372.22	-10314.35	312.58	5	1	0	0	0	1	1	0	-6984.52	2	0.17	0	2.6	1.17	-11757.27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	8	3372.22	0	0	0	0	0	1	1.17	2	3.32	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	37	1	38	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21329024	202011	1	0	0	53	184	1508.43	16328.99	1502.5	-3.62	8.69	10	1	0	0	0	1	1	0	-335.12	2	13.43	0	837.02	1.17	855.67	3	0	0	1	3	820.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	70.31	3	820.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	12	1502.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	50544	-1734	53	0	0	0	351	0	56160	0	0	26	0	-795.6	0	5571	351	1	0	0	0	0	44226	-2099	51	709.61	830.24	0	820.4	0	49140	0	0	26	830.24	-834.71	0	5571	820.4	3	0	35.1	BAJA+2	3
21357695	202007	1	0	1	62	179	5291.06	23508.27	568.67	4490.89	-454.66	11	1	0	0	0	1	1	0	-53181.62	2	0	0	19.45	0	-54672.88	1	0	0	0	0	0	0	0	0	6	104415.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	568.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
21372997	202007	1	0	1	40	64	109.25	7622.51	0	0	93.38	7	1	0	0	0	1	1	0	0	2	58.48	0	1.69	1.17	8153.84	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62.52	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	656611.41	-1002	53	0	0	0	351	0	729568.24	0	0	24	0	-795.6	0	1940	351	1	0	0	0	0	1900363.42	-1368	51	0	0	0	984.14	0	2111514.91	0	0	24	0	-3032.985	0	1940	984.14	2	0	0	BAJA+2	4
21373393	202006	0	0	0	39	178	0	0	0	0	0	6	1	0	0	0	1	1	0	-1158.18	2	6846.81	0	164065.92	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	0	0	1	0	0	1	234	6	76050	8	70326.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	126360	-1247	53	13.22	13.22	0	0	0	140400	0	0	6	11.7	-1007.37	0	4977	0	0	0	11.7	0	0	63180	-1825	51	131.84	154.25	0	-6.47	2.41	70200	0	0	6	154.25	-830.46	0	2571	-6.47	2	0	0	BAJA+2	4
21377311	202005	0	0	0	57	30	9.24	1161.21	0	7.87	0.03	7	1	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386497.44	-1674	53	0	0	0	351	0	429503.89	0	0	4	0	-795.6	0	168	351	1	0	0	0	0	379382.95	-1247	51	-2.47	-2.88	0	984.14	0	421597.76	0	0	25	0	-3032.985	0	1024	984.14	2	0	0	BAJA+2	6
21377455	202011	0	0	0	56	57	4.72	67.34	0	0	4.04	7	1	0	0	0	1	1	0	11.05	2	239.66	0	39.94	1.17	290.76	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707616	-485	53	0	0	0	351	0	786240	0	0	5	0	-795.6	0	1730	351	1	0	0	0	0	707616	-1216	51	0	0	0	984.14	0	786240	0	0	5	0	-3032.985	0	1730	984.14	2	0	0	BAJA+2	4
21382183	202002	1	0	1	42	174	-295.12	44353.68	1764.73	-1776.73	16.17	6	1	0	0	1	1	1	0	-12584.6	4	0	0	0	1.17	-11252.65	2	1	3521.7	0	0	0	0	0	0	4	264724.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	120772.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1764.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	33	1	27	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21387200	202007	1	0	1	46	179	2644.71	15416.36	2125.97	1.23	442.14	7	1	0	0	0	1	1	0	-431.68	4	28445.94	0	0	1.17	433.81	1	2	3642.09	1	1	702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	702	0	0	0	0	0	0	1	0	0	0	0	0	2	2332.74	8	2125.97	0	0	0	0	0	4	45255.6	4	52884	12	163800	0	0	0	0	0	0	0	0	0	0	1	42	1	0	1	0	0	12	163800	0	0	95	1	80	0	0	176904	-1460	53	0	0	0	351	0	196560	0	0	2	0	-795.6	0	369	351	1	0	0	0	0	176904	-1825	51	2548.28	2981.48	0	702	0	196560	0	0	2	0	-702.7	0	369	702	1	0	2304.9	BAJA+2	3
21387986	202006	0	0	0	44	1	0	0	0	0	0	7	1	0	0	0	1	1	0	0	2	3409.27	0	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	58600.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	58600.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252720	-1825	53	0	0	0	351	0	280800	0	0	-1	0	-795.6	0	8	351	1	0	0	0	0	252720	-2190	51	0	0	0	984.14	0	280800	0	0	-1	0	-3032.985	0	8	984.14	2	0	0	BAJA+2	4
21391508	202003	1	0	1	59	113	83.31	9355.63	62.47	0	17.81	7	1	0	0	0	1	1	0	3.06	2	1095.54	0	0	1.17	412.27	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1949.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	20	0	0	0	0	505440	-790	53	0	0	0	351	0	561600	0	0	13	0	-795.6	0	2518	351	1	0	0	0	0	997401.6	-912	51	0	0	0	984.14	0	1108224	0	0	6	0	-3032.985	0	3108	984.14	2	0	0	BAJA+2	4
21392632	202010	1	0	0	39	166	42.97	-1637.96	62.47	-31.32	14.65	7	1	0	0	0	1	1	0	0	2	857.22	0	284.09	1.17	353.99	1	0	0	1	2	2453.47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	648.39	0	0	0	0	0	0	0	0	2	62.47	0	0	0	0	0	1	3627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	9	0	0	0	0	176904	-637	53	-31.33	-31.33	0	351	0	196560	0	0	3	0	-795.6	0	2680	351	1	0	0	0	0	202176	-1368	51	2122.15	2482.91	0	0	0	224640	0	0	3	0	-2983.3	0	2680	0	0	0	269.1	BAJA+2	3
21394395	202008	1	0	1	43	180	3091.68	25110.23	1616.9	1072.91	187.59	5	1	0	0	0	1	1	0	-2534.64	2	210.57	0	683.86	1.17	-2928.63	2	1	760.5	1	11	19321.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	438.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	8	1616.9	0	0	0	0	0	2	13603.08	1	1707.26	0	0	0	0	0	0	0	0	0	0	0	0	1	78	0	0	0	0	0	0	0	0	0	68	1	15	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	252720	-1733	51	25052.24	28611.26	699.85	7908.45	7.07	280800	0	0	5	0	-31765.5	0	1555	7908.45	6	0	5814.9	BAJA+2	1
21402663	202007	1	0	1	59	41	3669.61	17764.05	1378.22	1950.16	8.29	7	1	0	0	0	1	1	0	-7077.51	2	0	0	0	1.17	-7174.38	1	0	0	0	0	0	1	0	0	6	170605.81	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1378.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	37908	-1644	53	0	0	0	351	0	42120	0	0	2	0	-795.6	0	191	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	4
21413766	202008	1	0	0	56	180	-2467.1	-8186.09	0	-2108.64	0	5	1	0	0	0	1	1	0	-397.44	2	0	0	0	0	-397.44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21418607	202004	1	0	0	38	38	1396.05	18025.88	1332.18	34.58	20.01	6	1	0	0	0	1	1	0	-1043.75	2	1211.53	0	0	1.17	-2625.17	1	0	0	1	3	811.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	811.12	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	6	1332.18	0	0	0	0	0	1	10530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	151632	-2160	51	693.27	811.12	0	811.12	0	168480	0	0	1	0	-300.94	0	1144	811.12	3	0	23.4	BAJA+2	3
21427136	202003	1	0	0	44	170	-1293.36	96874.88	20.24	-1131.09	8.35	6	1	0	0	0	1	1	0	-8245.98	2	0	0	0	0	-8402.31	1	0	0	0	0	0	0	0	0	1	13363.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21427771	202005	1	0	1	66	177	5574.26	49974.12	1115.58	-185.67	3996.51	8	1	0	0	1	1	1	0	0	4	275651.89	0	4114.34	1.17	387390.34	2	35	65939.29	1	5	7219.67	1	0	0	1	1372.25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	19652.8	0	0	0	0	3	5986.89	0	0	0	0	8	11998.37	0	0	0	0	0	0	1	8.7	12	1115.58	0	0	0	0	0	1	19652.8	1	2808	2	49140	0	0	0	0	0	0	0	0	0	0	1	636	0	0	0	0	0	2	49140	0	0	180	1	124	0	0	353808	-882	53	0	0	0	351	0	393120	0	0	11	0	-795.6	0	5330	351	1	0	0	0	0	505440	-882	51	6477.01	6782.25	795.84	6769.15	5.14	561600	0	0	11	7578.1	-6546.16	0	5330	6769.15	6	0	643.5	BAJA+2	1
21428597	202009	1	0	0	47	181	2290.98	12197.07	1221.91	913.74	0	7	1	0	0	0	1	1	0	-20845.73	2	0	0	0	1.17	-26847.7	3	0	0	1	0	0	1	0	0	4	64168.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	126360	-60	53	0	0	0	351	0	140400	0	0	0	0	-795.6	0	4349	351	1	0	0	0	0	176904	-60	51	0	0	0	984.14	0	196560	0	0	0	0	-3032.985	0	4349	984.14	2	0	0	BAJA+2	5
21433269	202001	1	0	0	44	90	5306.61	22584.35	1122.9	3480.54	95.28	4	1	0	0	0	1	1	0	-7494.15	2	0	0	0.7	0	-8606.85	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	4	1122.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	7	0	-1976	51	6943.09	8123.41	0	0	0	140400	0	0	2	0	-160758	0	1320	0	0	0	8119.8	BAJA+2	2
21436838	202008	0	0	0	37	20	1949.61	9790.38	1726.11	189.19	1.84	7	1	0	0	0	1	1	0	-6300.53	2	0	0	61.61	1.17	-8332.02	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	2	1726.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	202176	-1275	53	0	0	0	351	0	224640	0	0	5	0	-795.6	0	571	351	1	0	0	0	0	202176	-1641	51	-88	-102.96	0	984.14	0	224640	0	0	5	0	-3032.985	0	571	984.14	2	0	0	BAJA+2	5
21437576	202001	1	0	1	42	173	10937.76	39872.17	383.01	-407.71	9428.87	9	1	0	0	0	1	1	0	0	2	161476.56	0	421511.86	1.17	434545.06	3	6	3605.2	1	15	13141.2	1	0	0	0	0	0	0	0	0	1	1019915.91	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2990.19	0	0	0	0	6	17382.71	0	0	0	0	0	0	0	0	14	383.01	0	0	0	0	0	0	0	2	15089.72	6	16380	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	3	7605	3	8775	100	1	19	0	0	88452	-789	53	0	0	0	351	0	98280	0	0	2	0	-795.6	0	2147	351	1	0	0	0	0	88452	-1154	51	11593.03	13563.84	0	2990.19	0	98280	0	0	2	0	-11628.82	0	2147	2990.19	1	0	1228.5	BAJA+2	1
21438066	202008	1	0	1	38	159	1247.36	42758.49	14.2	1017.08	36.9	4	1	0	0	0	1	1	0	-1112.97	2	196.13	0	0	0	22.32	1	2	2260.44	0	0	0	0	0	0	1	31682.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14.2	0	0	0	0	0	1	10998	2	10413	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	40	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
21438930	202007	1	0	0	49	57	-5241.79	133902.75	0	-5876.78	1396.61	5	1	0	0	0	1	1	0	-1022575.33	2	0	0	0.84	0	-1022574.47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
21462652	202009	0	0	0	47	39	7.27	-3125.44	0	0	6.22	5	1	0	0	0	1	1	0	415.23	2	0	0	0	1.17	415.23	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252720	-668	53	0	0	0	351	0	280800	0	0	0	0	-795.6	0	1161	351	1	0	0	0	0	252720	-1033	51	0	0	0	984.14	0	280800	0	0	0	0	-3032.985	0	1161	984.14	2	0	0	BAJA+2	6
21466981	202010	1	0	0	37	182	262.71	22713.65	76.29	-71.31	230.64	7	1	0	0	0	1	1	0	0	2	14458.34	0	0.91	1.17	3469.89	1	1	11698.83	1	2	2193.73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	444.6	0	0	0	0	0	0	0	0	4	76.29	0	0	0	0	0	0	0	1	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	1	0	0	707616	-545	53	0	0	0	351	0	786240	0	0	10	0	-795.6	0	2763	351	1	0	0	0	0	252720	-1276	51	1874.99	2193.73	0	0	0	280800	0	0	10	0	-2193.73	0	2763	0	0	0	210.6	BAJA+2	3
21476456	202008	1	0	1	35	36	1562.07	23118.61	1351.37	180.09	0	5	1	0	0	0	1	1	0	-7056.39	2	0	0	0	1.17	-8565.67	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1351.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	4	1	4	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-2220	51	0	0	0	984.14	0	140400	0	0	5	0	-3032.985	0	1075	984.14	2	0	0	BAJA+2	2
21479815	202004	0	0	1	33	58	1235.85	4984.62	1221.91	11.67	0.25	6	1	0	0	0	1	1	0	-346.74	2	0	0	21.11	1.17	-1875.98	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	126360	-821	53	-6.24	0	-6.24	351	0	140400	0	0	1	0	-795.6	0	1379	351	1	0	0	0	0	126360	-456	51	-69.36	-16.25	-64.89	984.14	0	140400	0	0	1	0	-3032.985	0	1757	984.14	2	0	0	BAJA+2	5
21495161	202009	1	0	1	35	181	87.6	5685.91	68.84	9.46	6.58	8	1	0	0	0	1	1	0	-274.76	2	0	0	0	1.17	283.78	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	263.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	68.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	31	0	0	0	0	303264	-1064	53	0	0	0	351	0	336960	0	0	0	0	-795.6	0	2969	351	1	0	0	0	0	353808	-1217	51	0	0	0	984.14	0	393120	0	0	0	0	-3032.985	0	5001	984.14	2	0	0	BAJA+2	4
21498780	202009	1	0	1	69	181	1380.09	32316.57	1367.14	0.15	10.92	8	1	0	0	0	1	1	0	-80.92	2	736.67	0	5531.08	1.17	4373.26	1	0	0	1	0	0	1	0	0	0	0	1	11811.95	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1367.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	50544	-425	53	0	0	0	351	0	56160	0	0	0	0	-795.6	0	3971	351	1	0	0	0	0	88452	-2068	51	0	0	0	984.14	0	98280	0	0	0	0	-3032.985	0	4521	984.14	2	0	0	BAJA+2	4
